developer,month_year,network,total_commits,dev_classification
Luigi2110,August_2021,starknet,0,Dev who was inactive
Luigi2110,August_2022,starknet,0,Dev who was inactive
Luigi2110,August_2023,starknet,0,Dev who was inactive
Luigi2110,December_2019,starknet,0,Dev who was inactive
Luigi2110,December_2020,starknet,0,Dev who was inactive
Luigi2110,December_2021,starknet,0,Dev who was inactive
Luigi2110,December_2022,starknet,0,Dev who was inactive
Luigi2110,December_2023,starknet,0,Dev who was inactive
Luigi2110,February_2020,starknet,0,Dev who was inactive
Luigi2110,February_2021,starknet,0,Dev who was inactive
Luigi2110,February_2022,starknet,0,Dev who was inactive
Luigi2110,February_2023,starknet,0,Dev who was inactive
Luigi2110,February_2024,starknet,0,Dev who was inactive
Luigi2110,January_2020,starknet,0,Dev who was inactive
Luigi2110,January_2021,starknet,0,Dev who was inactive
Luigi2110,January_2022,starknet,0,Dev who was inactive
Luigi2110,January_2023,starknet,0,Dev who was inactive
Luigi2110,January_2024,starknet,0,Dev who was inactive
Luigi2110,July_2020,starknet,0,Dev who was inactive
Luigi2110,July_2021,starknet,0,Dev who was inactive
Luigi2110,July_2022,starknet,0,Dev who was inactive
Luigi2110,July_2023,starknet,0,Dev who was inactive
Luigi2110,June_2020,starknet,0,Dev who was inactive
Luigi2110,June_2021,starknet,0,Dev who was inactive
Luigi2110,June_2022,starknet,0,Dev who was inactive
Luigi2110,June_2023,starknet,0,Dev who was inactive
Luigi2110,March_2020,starknet,0,Dev who was inactive
Luigi2110,March_2021,starknet,2,Dev who merged between 2 and 9 commits
Luigi2110,March_2022,starknet,0,Dev who was inactive
Luigi2110,March_2023,starknet,0,Dev who was inactive
Luigi2110,May_2020,starknet,0,Dev who was inactive
Luigi2110,May_2021,starknet,0,Dev who was inactive
Luigi2110,May_2022,starknet,0,Dev who was inactive
Luigi2110,May_2023,starknet,0,Dev who was inactive
Luigi2110,November_2019,starknet,0,Dev who was inactive
Luigi2110,November_2020,starknet,0,Dev who was inactive
Luigi2110,November_2021,starknet,0,Dev who was inactive
Luigi2110,November_2022,starknet,0,Dev who was inactive
Luigi2110,November_2023,starknet,0,Dev who was inactive
Luigi2110,October_2019,starknet,0,Dev who was inactive
Luigi2110,October_2020,starknet,0,Dev who was inactive
Luigi2110,October_2021,starknet,0,Dev who was inactive
Luigi2110,October_2022,starknet,0,Dev who was inactive
Luigi2110,October_2023,starknet,0,Dev who was inactive
Luigi2110,September_2019,starknet,0,Dev who was inactive
Luigi2110,September_2020,starknet,0,Dev who was inactive
Luigi2110,September_2021,starknet,0,Dev who was inactive
Luigi2110,September_2022,starknet,0,Dev who was inactive
Luigi2110,September_2023,starknet,0,Dev who was inactive
LuisLara-UH,April_2022,starknet,0,Dev who was inactive
LuisLara-UH,April_2023,starknet,0,Dev who was inactive
LuisLara-UH,August_2022,starknet,0,Dev who was inactive
LuisLara-UH,August_2023,starknet,0,Dev who was inactive
LuisLara-UH,December_2021,starknet,0,Dev who was inactive
LuisLara-UH,December_2022,starknet,0,Dev who was inactive
LuisLara-UH,December_2023,starknet,0,Dev who was inactive
LuisLara-UH,February_2022,starknet,0,Dev who was inactive
LuisLara-UH,February_2023,starknet,0,Dev who was inactive
LuisLara-UH,February_2024,starknet,0,Dev who was inactive
LuisLara-UH,January_2022,starknet,0,Dev who was inactive
LuisLara-UH,January_2023,starknet,1,Dev who merged 1 commit
LuisLara-UH,January_2024,starknet,0,Dev who was inactive
LuisLara-UH,July_2022,starknet,0,Dev who was inactive
LuisLara-UH,July_2023,starknet,0,Dev who was inactive
LuisLara-UH,June_2022,starknet,0,Dev who was inactive
LuisLara-UH,June_2023,starknet,0,Dev who was inactive
LuisLara-UH,March_2022,starknet,0,Dev who was inactive
LuisLara-UH,March_2023,starknet,0,Dev who was inactive
LuisLara-UH,May_2022,starknet,0,Dev who was inactive
LuisLara-UH,May_2023,starknet,0,Dev who was inactive
LuisLara-UH,November_2021,starknet,0,Dev who was inactive
LuisLara-UH,November_2022,starknet,2,Dev who merged between 2 and 9 commits
LuisLara-UH,November_2023,starknet,0,Dev who was inactive
LuisLara-UH,October_2022,starknet,1,Dev who merged 1 commit
LuisLara-UH,October_2023,starknet,0,Dev who was inactive
LuisLara-UH,September_2022,starknet,3,Dev who merged between 2 and 9 commits
LuisLara-UH,September_2023,starknet,0,Dev who was inactive
LuisMurcia,December_2023,starknet,0,Dev who was inactive
LuisMurcia,February_2024,starknet,0,Dev who was inactive
LuisMurcia,January_2024,starknet,0,Dev who was inactive
LuisMurcia,November_2023,starknet,6,Dev who merged between 2 and 9 commits
LvisWang,April_2023,starknet,9,Dev who merged between 2 and 9 commits
LvisWang,August_2022,starknet,0,Dev who was inactive
LvisWang,August_2023,starknet,0,Dev who was inactive
LvisWang,December_2022,starknet,0,Dev who was inactive
LvisWang,December_2023,starknet,0,Dev who was inactive
LvisWang,February_2023,starknet,0,Dev who was inactive
LvisWang,February_2024,starknet,0,Dev who was inactive
LvisWang,January_2023,starknet,3,Dev who merged between 2 and 9 commits
LvisWang,January_2024,starknet,0,Dev who was inactive
LvisWang,July_2022,starknet,0,Dev who was inactive
LvisWang,July_2023,starknet,0,Dev who was inactive
LvisWang,June_2022,starknet,0,Dev who was inactive
LvisWang,June_2023,starknet,0,Dev who was inactive
LvisWang,March_2023,starknet,5,Dev who merged between 2 and 9 commits
LvisWang,May_2022,starknet,0,Dev who was inactive
LvisWang,May_2023,starknet,0,Dev who was inactive
LvisWang,November_2022,starknet,3,Dev who merged between 2 and 9 commits
LvisWang,November_2023,starknet,0,Dev who was inactive
LvisWang,October_2022,starknet,1,Dev who merged 1 commit
LvisWang,October_2023,starknet,0,Dev who was inactive
LvisWang,September_2022,starknet,0,Dev who was inactive
LvisWang,September_2023,starknet,0,Dev who was inactive
Lynette7,August_2023,starknet,48,Dev who merged 10 or more commits
Lynette7,December_2023,starknet,0,Dev who was inactive
Lynette7,February_2024,starknet,0,Dev who was inactive
Lynette7,January_2024,starknet,0,Dev who was inactive
Lynette7,July_2023,starknet,44,Dev who merged 10 or more commits
Lynette7,November_2023,starknet,4,Dev who merged between 2 and 9 commits
Lynette7,October_2023,starknet,2,Dev who merged between 2 and 9 commits
Lynette7,September_2023,starknet,4,Dev who merged between 2 and 9 commits
MCarlomagno,April_2022,starknet,0,Dev who was inactive
MCarlomagno,April_2023,starknet,0,Dev who was inactive
MCarlomagno,August_2022,starknet,0,Dev who was inactive
MCarlomagno,August_2023,starknet,0,Dev who was inactive
MCarlomagno,December_2021,starknet,0,Dev who was inactive
MCarlomagno,December_2022,starknet,0,Dev who was inactive
MCarlomagno,December_2023,starknet,0,Dev who was inactive
MCarlomagno,February_2022,starknet,0,Dev who was inactive
MCarlomagno,February_2023,starknet,0,Dev who was inactive
MCarlomagno,February_2024,starknet,0,Dev who was inactive
MCarlomagno,January_2022,starknet,0,Dev who was inactive
MCarlomagno,January_2023,starknet,0,Dev who was inactive
MCarlomagno,January_2024,starknet,0,Dev who was inactive
MCarlomagno,July_2022,starknet,0,Dev who was inactive
MCarlomagno,July_2023,starknet,0,Dev who was inactive
MCarlomagno,June_2022,starknet,0,Dev who was inactive
MCarlomagno,June_2023,starknet,0,Dev who was inactive
MCarlomagno,March_2022,starknet,0,Dev who was inactive
MCarlomagno,March_2023,starknet,0,Dev who was inactive
MCarlomagno,May_2022,starknet,0,Dev who was inactive
MCarlomagno,May_2023,starknet,0,Dev who was inactive
MCarlomagno,November_2022,starknet,0,Dev who was inactive
MCarlomagno,November_2023,starknet,0,Dev who was inactive
MCarlomagno,October_2022,starknet,0,Dev who was inactive
MCarlomagno,October_2023,starknet,0,Dev who was inactive
MCarlomagno,September_2022,starknet,7,Dev who merged between 2 and 9 commits
MCarlomagno,September_2023,starknet,0,Dev who was inactive
MLouis8,April_2022,starknet,2,Dev who merged between 2 and 9 commits
MLouis8,April_2023,starknet,0,Dev who was inactive
MLouis8,August_2022,starknet,0,Dev who was inactive
MLouis8,August_2023,starknet,0,Dev who was inactive
MLouis8,December_2021,starknet,1,Dev who merged 1 commit
MLouis8,December_2022,starknet,0,Dev who was inactive
MLouis8,December_2023,starknet,0,Dev who was inactive
MLouis8,February_2022,starknet,0,Dev who was inactive
MLouis8,February_2023,starknet,0,Dev who was inactive
MLouis8,February_2024,starknet,0,Dev who was inactive
MLouis8,January_2022,starknet,3,Dev who merged between 2 and 9 commits
MLouis8,January_2023,starknet,0,Dev who was inactive
MLouis8,January_2024,starknet,0,Dev who was inactive
MLouis8,July_2022,starknet,2,Dev who merged between 2 and 9 commits
MLouis8,July_2023,starknet,0,Dev who was inactive
MLouis8,June_2022,starknet,8,Dev who merged between 2 and 9 commits
MLouis8,June_2023,starknet,0,Dev who was inactive
MLouis8,March_2022,starknet,2,Dev who merged between 2 and 9 commits
MLouis8,March_2023,starknet,0,Dev who was inactive
MLouis8,May_2022,starknet,12,Dev who merged 10 or more commits
MLouis8,May_2023,starknet,0,Dev who was inactive
MLouis8,November_2021,starknet,19,Dev who merged 10 or more commits
MLouis8,November_2022,starknet,5,Dev who merged between 2 and 9 commits
MLouis8,November_2023,starknet,0,Dev who was inactive
MLouis8,October_2021,starknet,10,Dev who was inactive
MLouis8,October_2022,starknet,0,Dev who was inactive
MLouis8,October_2023,starknet,0,Dev who was inactive
MLouis8,September_2021,starknet,0,Dev who was inactive
MLouis8,September_2022,starknet,0,Dev who was inactive
MLouis8,September_2023,starknet,0,Dev who was inactive
MSghais,April_2020,starknet,0,Dev who was inactive
MSghais,April_2021,starknet,0,Dev who was inactive
MSghais,April_2022,starknet,0,Dev who was inactive
MSghais,April_2023,starknet,0,Dev who was inactive
MSghais,August_2019,starknet,0,Dev who was inactive
MSghais,August_2020,starknet,0,Dev who was inactive
MSghais,August_2021,starknet,0,Dev who was inactive
MSghais,August_2022,starknet,0,Dev who was inactive
MSghais,August_2023,starknet,0,Dev who was inactive
MSghais,December_2019,starknet,0,Dev who was inactive
MSghais,December_2020,starknet,0,Dev who was inactive
MSghais,December_2021,starknet,0,Dev who was inactive
MSghais,December_2022,starknet,0,Dev who was inactive
MSghais,December_2023,starknet,0,Dev who was inactive
MSghais,February_2020,starknet,0,Dev who was inactive
MSghais,February_2021,starknet,0,Dev who was inactive
MSghais,February_2022,starknet,0,Dev who was inactive
MSghais,February_2023,starknet,0,Dev who was inactive
MSghais,February_2024,starknet,23,Dev who merged 10 or more commits
MSghais,January_2020,starknet,0,Dev who was inactive
MSghais,January_2021,starknet,0,Dev who was inactive
MSghais,January_2022,starknet,0,Dev who was inactive
MSghais,January_2023,starknet,0,Dev who was inactive
MSghais,January_2024,starknet,13,Dev who merged 10 or more commits
MSghais,July_2020,starknet,0,Dev who was inactive
MSghais,July_2021,starknet,0,Dev who was inactive
MSghais,July_2022,starknet,0,Dev who was inactive
MSghais,July_2023,starknet,0,Dev who was inactive
MSghais,June_2020,starknet,0,Dev who was inactive
MSghais,June_2021,starknet,0,Dev who was inactive
MSghais,June_2022,starknet,0,Dev who was inactive
MSghais,June_2023,starknet,0,Dev who was inactive
MSghais,March_2020,starknet,0,Dev who was inactive
MSghais,March_2021,starknet,0,Dev who was inactive
MSghais,March_2022,starknet,10,Dev who was inactive
MSghais,March_2023,starknet,0,Dev who was inactive
MSghais,May_2020,starknet,0,Dev who was inactive
MSghais,May_2021,starknet,0,Dev who was inactive
MSghais,May_2022,starknet,67,Dev who merged 10 or more commits
MSghais,May_2023,starknet,0,Dev who was inactive
MSghais,November_2019,starknet,0,Dev who was inactive
MSghais,November_2020,starknet,0,Dev who was inactive
MSghais,November_2021,starknet,0,Dev who was inactive
MSghais,November_2022,starknet,0,Dev who was inactive
MSghais,November_2023,starknet,0,Dev who was inactive
MSghais,October_2019,starknet,0,Dev who was inactive
MSghais,October_2020,starknet,0,Dev who was inactive
MSghais,October_2021,starknet,0,Dev who was inactive
MSghais,October_2022,starknet,0,Dev who was inactive
MSghais,October_2023,starknet,0,Dev who was inactive
MSghais,September_2019,starknet,0,Dev who was inactive
MSghais,September_2020,starknet,0,Dev who was inactive
MSghais,September_2021,starknet,0,Dev who was inactive
MSghais,September_2022,starknet,0,Dev who was inactive
MSghais,September_2023,starknet,0,Dev who was inactive
Madwars,February_2024,starknet,2,Dev who merged between 2 and 9 commits
Magicianhax,December_2023,starknet,0,Dev who was inactive
Magicianhax,February_2024,starknet,0,Dev who was inactive
Magicianhax,January_2024,starknet,0,Dev who was inactive
Magicianhax,November_2023,starknet,12,Dev who merged 10 or more commits
Magicking,April_2022,starknet,0,Dev who was inactive
Magicking,April_2023,starknet,0,Dev who was inactive
Magicking,August_2022,starknet,0,Dev who was inactive
Magicking,August_2023,starknet,0,Dev who was inactive
Magicking,December_2021,starknet,0,Dev who was inactive
Magicking,December_2022,starknet,0,Dev who was inactive
Magicking,December_2023,starknet,0,Dev who was inactive
Magicking,February_2022,starknet,9,Dev who merged between 2 and 9 commits
Magicking,February_2023,starknet,0,Dev who was inactive
Magicking,February_2024,starknet,0,Dev who was inactive
Magicking,January_2022,starknet,0,Dev who was inactive
Magicking,January_2023,starknet,0,Dev who was inactive
Magicking,January_2024,starknet,0,Dev who was inactive
Magicking,July_2022,starknet,0,Dev who was inactive
Magicking,July_2023,starknet,0,Dev who was inactive
Magicking,June_2022,starknet,0,Dev who was inactive
Magicking,June_2023,starknet,0,Dev who was inactive
Magicking,March_2022,starknet,0,Dev who was inactive
Magicking,March_2023,starknet,0,Dev who was inactive
Magicking,May_2022,starknet,0,Dev who was inactive
Magicking,May_2023,starknet,0,Dev who was inactive
Magicking,November_2021,starknet,1,Dev who merged 1 commit
Magicking,November_2022,starknet,0,Dev who was inactive
Magicking,November_2023,starknet,0,Dev who was inactive
Magicking,October_2022,starknet,0,Dev who was inactive
Magicking,October_2023,starknet,0,Dev who was inactive
Magicking,September_2022,starknet,0,Dev who was inactive
Magicking,September_2023,starknet,0,Dev who was inactive
MahmoudMohajer,April_2022,starknet,0,Dev who was inactive
MahmoudMohajer,April_2023,starknet,0,Dev who was inactive
MahmoudMohajer,August_2022,starknet,0,Dev who was inactive
MahmoudMohajer,August_2023,starknet,0,Dev who was inactive
MahmoudMohajer,December_2022,starknet,0,Dev who was inactive
MahmoudMohajer,December_2023,starknet,50,Dev who merged 10 or more commits
MahmoudMohajer,February_2023,starknet,0,Dev who was inactive
MahmoudMohajer,February_2024,starknet,0,Dev who was inactive
MahmoudMohajer,January_2023,starknet,0,Dev who was inactive
MahmoudMohajer,January_2024,starknet,18,Dev who merged 10 or more commits
MahmoudMohajer,July_2022,starknet,0,Dev who was inactive
MahmoudMohajer,July_2023,starknet,0,Dev who was inactive
MahmoudMohajer,June_2022,starknet,0,Dev who was inactive
MahmoudMohajer,June_2023,starknet,0,Dev who was inactive
MahmoudMohajer,March_2023,starknet,0,Dev who was inactive
MahmoudMohajer,May_2022,starknet,0,Dev who was inactive
MahmoudMohajer,May_2023,starknet,0,Dev who was inactive
MahmoudMohajer,November_2022,starknet,0,Dev who was inactive
MahmoudMohajer,November_2023,starknet,16,Dev who merged 10 or more commits
MahmoudMohajer,October_2022,starknet,0,Dev who was inactive
MahmoudMohajer,October_2023,starknet,0,Dev who was inactive
MahmoudMohajer,September_2022,starknet,0,Dev who was inactive
MahmoudMohajer,September_2023,starknet,0,Dev who was inactive
MakC-Ukr,April_2023,starknet,0,Dev who was inactive
MakC-Ukr,August_2022,starknet,12,Dev who merged 10 or more commits
MakC-Ukr,August_2023,starknet,0,Dev who was inactive
MakC-Ukr,December_2022,starknet,0,Dev who was inactive
MakC-Ukr,December_2023,starknet,0,Dev who was inactive
MakC-Ukr,February_2023,starknet,0,Dev who was inactive
MakC-Ukr,February_2024,starknet,0,Dev who was inactive
MakC-Ukr,January_2023,starknet,0,Dev who was inactive
MakC-Ukr,January_2024,starknet,0,Dev who was inactive
MakC-Ukr,July_2023,starknet,0,Dev who was inactive
MakC-Ukr,June_2023,starknet,0,Dev who was inactive
MakC-Ukr,March_2023,starknet,0,Dev who was inactive
MakC-Ukr,May_2023,starknet,0,Dev who was inactive
MakC-Ukr,November_2022,starknet,0,Dev who was inactive
MakC-Ukr,November_2023,starknet,0,Dev who was inactive
MakC-Ukr,October_2022,starknet,19,Dev who merged 10 or more commits
